Target,TeamID1,TeamID2,Season,DayNum,Wins_1,Losses_1,Matches_1,Points_1,Avg_points_per_game_1,Wins_2,Losses_2,Matches_2,Points_2,Avg_points_per_game_2,together_matches_played,together_number_of_wins,together_winning_percentage,Seed_number_1,Seed_number_2,Avg_points_difference,Avg_points_ratio,Wins_difference,Wins_percentage_ratio,Seeds_difference,Seeds_ratio
0,3372,3403,2002,137,24,5.0,29.0,2038.0,70.27586206896552,18,11.0,29.0,2101.0,72.44827586206897,,,,13,4,-2.172413793103445,0.9700142789148025,1.3333333333333333,1.3333333333333333,9,3.25
1,3113,3458,2002,138,24,8.0,32.0,2135.0,66.71875,19,11.0,30.0,2134.0,71.13333333333334,,,,9,8,-4.41458333333334,0.9379393158388003,1.263157894736842,1.1842105263157894,1,1.125
1,3140,3196,2002,138,22,8.0,30.0,2175.0,72.5,18,10.0,28.0,1986.0,70.92857142857143,,,,11,6,1.5714285714285694,1.0221550855991943,1.2222222222222223,1.1407407407407408,5,1.8333333333333333
1,3153,3389,2002,138,25,4.0,29.0,2183.0,75.27586206896552,25,5.0,30.0,2135.0,71.16666666666667,,,,6,11,4.109195402298852,1.0577404506177825,1.0,1.0344827586206897,-5,0.5454545454545454
1,3163,3384,2002,138,33,,,,,19,11.0,30.0,2048.0,68.26666666666667,,,,1,16,,,1.736842105263158,,-15,0.0625
1,3234,3438,2002,138,17,10.0,27.0,2092.0,77.48148148148148,16,11.0,27.0,1813.0,67.14814814814815,,,,9,8,10.333333333333329,1.153888582460011,1.0625,1.0625,1,1.125
1,3235,3396,2002,138,23,8.0,31.0,2408.0,77.6774193548387,19,10.0,29.0,1908.0,65.79310344827586,,,,3,14,11.884315906562847,1.1806316358963955,1.2105263157894737,1.132427843803056,-11,0.21428571428571427
1,3278,3424,2002,138,21,7.0,28.0,2250.0,80.35714285714286,21,7.0,28.0,1972.0,70.42857142857143,,,,5,12,9.92857142857143,1.140973630831643,1.0,1.0,-7,0.4166666666666667
0,3217,3314,2002,138,21,6.0,27.0,1862.0,68.96296296296296,23,8.0,31.0,2495.0,80.48387096774194,,,,13,4,-11.520908004778974,0.8568544496400208,0.9130434782608695,1.0483091787439613,9,3.25
0,3216,3328,2002,138,15,14.0,29.0,1785.0,61.55172413793103,25,3.0,28.0,2195.0,78.39285714285714,,,,16,1,-16.841133004926107,0.7851700573403503,0.6,0.5793103448275863,15,16.0
0,3208,3330,2002,138,19,10.0,29.0,2014.0,69.44827586206897,25,5.0,30.0,2265.0,75.5,,,,10,7,-6.051724137931032,0.9198447134048869,0.76,0.7862068965517242,3,1.4285714285714286
0,3122,3345,2002,138,18,11.0,29.0,2169.0,74.79310344827586,23,5.0,28.0,2057.0,73.46428571428571,,,,15,2,1.3288177339901495,1.0180879419308333,0.782608695652174,0.7556221889055472,13,7.5
0,3251,3376,2002,138,22,7.0,29.0,1907.0,65.75862068965517,22,6.0,28.0,2044.0,73.0,,,,14,3,-7.241379310344826,0.9008030231459613,1.0,0.9655172413793104,11,4.666666666666667
1,3390,3451,2002,138,30,2.0,32.0,2597.0,81.15625,22,6.0,28.0,1976.0,70.57142857142857,,,,2,15,10.58482142857143,1.1499873481781377,1.3636363636363635,1.1931818181818181,-13,0.13333333333333333
0,3161,3408,2002,138,24,6.0,30.0,2138.0,71.26666666666667,22,9.0,31.0,2124.0,68.51612903225806,,,,7,10,2.7505376344086017,1.0401443816698055,1.0909090909090908,1.1272727272727272,-3,0.7
0,3324,3435,2002,138,16,13.0,29.0,1877.0,64.72413793103448,27,6.0,33.0,2427.0,73.54545454545455,,,,16,1,-8.82131661442007,0.8800562635863773,0.5925925925925926,0.6743295019157088,15,16.0
0,3337,3437,2002,138,23,7.0,30.0,2208.0,73.6,19,10.0,29.0,1767.0,60.93103448275862,,,,8,9,12.668965517241375,1.2079230333899265,1.2105263157894737,1.1701754385964913,-1,0.8888888888888888
1,3160,3261,2002,139,21,9.0,30.0,2309.0,76.96666666666667,17,11.0,28.0,2046.0,73.07142857142857,1.0,1.0,1.0,3,6,3.895238095238099,1.053307266210492,1.2352941176470589,1.1529411764705881,-3,0.5
0,3124,3179,2002,139,26,5.0,31.0,2417.0,77.96774193548387,23,7.0,30.0,2209.0,73.63333333333334,,,,2,7,4.334408602150532,1.0588647614597175,1.1304347826086956,1.0939691444600281,-5,0.2857142857142857
1,3181,3395,2002,139,27,3.0,30.0,2541.0,84.7,22,6.0,28.0,2029.0,72.46428571428571,,,,1,8,12.235714285714295,1.1688516510596354,1.2272727272727273,1.1454545454545455,-7,0.125
0,3116,3243,2002,139,19,10.0,29.0,2100.0,72.41379310344827,24,7.0,31.0,2329.0,75.12903225806451,,,,6,3,-2.715239154616242,0.9638589893546142,0.7916666666666666,0.8462643678160919,3,2.0
0,3198,3336,2002,139,25,5.0,30.0,2243.0,74.76666666666667,21,11.0,32.0,2337.0,73.03125,,,,5,4,1.7354166666666657,1.0237626586792183,1.1904761904761905,1.2698412698412698,1,1.25
0,3323,3397,2002,139,19,9.0,28.0,1854.0,66.21428571428571,25,4.0,29.0,2337.0,80.58620689655173,,,,7,2,-14.371921182266021,0.8216578030441958,0.76,0.7871428571428571,5,3.5
0,3364,3400,2002,139,25,5.0,30.0,2310.0,77.0,20,9.0,29.0,2074.0,71.51724137931035,,,,12,4,5.482758620689651,1.0766634522661522,1.25,1.2083333333333333,8,3.0
0,3280,3403,2002,139,17,11.0,28.0,2194.0,78.35714285714286,18,11.0,29.0,2101.0,72.44827586206897,,,,12,4,5.908866995073893,1.0815598014550893,0.9444444444444444,0.9781746031746031,8,3.0
1,3140,3235,2002,140,22,8.0,30.0,2175.0,72.5,23,8.0,31.0,2408.0,77.6774193548387,,,,11,3,-5.177419354838705,0.9333471760797343,0.9565217391304348,0.9884057971014493,8,3.6666666666666665
1,3163,3234,2002,140,33,,,,,17,10.0,27.0,2092.0,77.48148148148148,,,,1,9,,,1.9411764705882353,,-8,0.1111111111111111
0,3278,3314,2002,140,21,7.0,28.0,2250.0,80.35714285714286,23,8.0,31.0,2495.0,80.48387096774194,,,,5,4,-0.12672811059907474,0.9984254222731177,0.9130434782608695,1.0108695652173914,1,1.25
1,3328,3437,2002,140,25,3.0,28.0,2195.0,78.39285714285714,19,10.0,29.0,1767.0,60.93103448275862,,,,1,9,17.46182266009852,1.286583393968793,1.3157894736842106,1.362781954887218,-8,0.1111111111111111
1,3330,3345,2002,140,25,5.0,30.0,2265.0,75.5,23,5.0,28.0,2057.0,73.46428571428571,,,,7,2,2.035714285714292,1.0277102576567818,1.0869565217391304,1.0144927536231885,5,3.5
0,3153,3376,2002,140,25,4.0,29.0,2183.0,75.27586206896552,22,6.0,28.0,2044.0,73.0,,,,6,3,2.275862068965523,1.0311761927255552,1.1363636363636365,1.09717868338558,3,2.0
1,3390,3408,2002,140,30,2.0,32.0,2597.0,81.15625,22,9.0,31.0,2124.0,68.51612903225806,,,,2,10,12.640120967741936,1.1844838747645952,1.3636363636363635,1.3210227272727273,-8,0.2
0,3113,3435,2002,140,24,8.0,32.0,2135.0,66.71875,27,6.0,33.0,2427.0,73.54545454545455,,,,9,1,-6.826704545454547,0.9071770704573547,0.8888888888888888,0.9166666666666666,8,9.0
1,3160,3390,2002,145,21,9.0,30.0,2309.0,76.96666666666667,30,2.0,32.0,2597.0,81.15625,,,,3,2,-4.189583333333331,0.9483763316647414,0.7,0.7466666666666667,1,1.5
1,3163,3336,2002,145,33,,,,,21,11.0,32.0,2337.0,73.03125,,,,1,4,,,1.5714285714285714,,-3,0.25
1,3181,3400,2002,145,27,3.0,30.0,2541.0,84.7,20,9.0,29.0,2074.0,71.51724137931035,,,,1,4,13.182758620689654,1.1843297974927676,1.35,1.305,-3,0.25
1,3328,3403,2002,145,25,3.0,28.0,2195.0,78.39285714285714,18,11.0,29.0,2101.0,72.44827586206897,2.0,2.0,1.0,1,4,5.944581280788171,1.0820527639899367,1.3888888888888888,1.4384920634920635,-3,0.25
0,3243,3330,2002,145,24,7.0,31.0,2329.0,75.12903225806451,25,5.0,30.0,2265.0,75.5,,,,3,7,-0.37096774193548754,0.9950865199743644,0.96,0.9290322580645162,-4,0.42857142857142855
0,3179,3376,2002,145,23,7.0,30.0,2209.0,73.63333333333334,22,6.0,28.0,2044.0,73.0,,,,7,3,0.63333333333334,1.008675799086758,1.0454545454545454,0.9757575757575757,4,2.3333333333333335
0,3140,3397,2002,145,22,8.0,30.0,2175.0,72.5,25,4.0,29.0,2337.0,80.58620689655173,,,,11,2,-8.08620689655173,0.8996576807873341,0.88,0.8506666666666667,9,5.5
0,3314,3435,2002,145,23,8.0,31.0,2495.0,80.48387096774194,27,6.0,33.0,2427.0,73.54545454545455,,,,4,1,6.938416422287389,1.0943418796602735,0.8518518518518519,0.9068100358422939,3,4.0
1,3163,3330,2002,147,33,,,,,25,5.0,30.0,2265.0,75.5,1.0,1.0,1.0,1,7,,,1.32,,-6,0.14285714285714285
1,3181,3376,2002,147,27,3.0,30.0,2541.0,84.7,22,6.0,28.0,2044.0,73.0,1.0,0.0,0.0,1,3,11.700000000000003,1.1602739726027398,1.2272727272727273,1.1454545454545455,-2,0.3333333333333333
0,3160,3328,2002,147,21,9.0,30.0,2309.0,76.96666666666667,25,3.0,28.0,2195.0,78.39285714285714,1.0,0.0,0.0,3,1,-1.4261904761904702,0.9818071374335612,0.84,0.784,2,3.0
1,3397,3435,2002,147,25,4.0,29.0,2337.0,80.58620689655173,27,6.0,33.0,2427.0,73.54545454545455,2.0,1.0,0.5,2,1,7.040752351097183,1.0957333446997144,0.9259259259259259,1.053639846743295,1,2.0
1,3163,3397,2002,151,33,,,,,25,4.0,29.0,2337.0,80.58620689655173,1.0,1.0,1.0,1,2,,,1.32,,-1,0.5
0,3181,3328,2002,151,27,3.0,30.0,2541.0,84.7,25,3.0,28.0,2195.0,78.39285714285714,,,,1,1,6.307142857142864,1.0804555808656038,1.08,1.008,0,1.0
1,3163,3328,2002,153,33,,,,,25,3.0,28.0,2195.0,78.39285714285714,1.0,1.0,1.0,1,1,,,1.32,,0,1.0
1,3130,3330,2003,138,20,8.0,28.0,1975.0,70.53571428571429,21,10.0,31.0,2129.0,68.6774193548387,,,,5,12,1.8582949308755872,1.0270583104073008,0.9523809523809523,1.054421768707483,-7,0.4166666666666667
0,3140,3160,2003,138,19,11.0,30.0,2010.0,67.0,22,7.0,29.0,1945.0,67.06896551724138,,,,11,6,-0.06896551724138078,0.9989717223650385,0.8636363636363636,0.8348484848484848,5,1.8333333333333333
0,3150,3208,2003,138,21,8.0,29.0,2082.0,71.79310344827586,19,9.0,28.0,2164.0,77.28571428571429,,,,12,5,-5.492610837438434,0.9289310982216838,1.105263157894737,1.0671506352087115,7,2.4
1,3261,3402,2003,138,27,3.0,30.0,2298.0,76.6,18,13.0,31.0,1976.0,63.74193548387097,1.0,1.0,1.0,1,16,12.858064516129026,1.2017206477732794,1.5,1.55,-15,0.0625
1,3278,3408,2003,138,23,5.0,28.0,2216.0,79.14285714285714,19,9.0,28.0,1912.0,68.28571428571429,,,,6,11,10.857142857142847,1.1589958158995814,1.2105263157894737,1.2105263157894737,-5,0.5454545454545454
0,3264,3280,2003,138,20,9.0,29.0,1838.0,63.37931034482759,23,7.0,30.0,2255.0,75.16666666666667,,,,14,3,-11.787356321839084,0.843183729642939,0.8695652173913043,0.8995502248875562,11,4.666666666666667
0,3274,3307,2003,138,17,12.0,29.0,2119.0,73.06896551724138,22,8.0,30.0,1992.0,66.4,,,,11,6,6.668965517241375,1.1004362276692978,0.7727272727272727,0.799373040752351,5,1.8333333333333333
0,3122,3314,2003,138,26,3.0,29.0,2138.0,73.72413793103448,27,5.0,32.0,2441.0,76.28125,,,,14,3,-2.557112068965523,0.9664778426026642,0.9629629629629629,1.0625798212005109,11,4.666666666666667
1,3345,3434,2003,138,26,5.0,31.0,2290.0,73.87096774193549,16,12.0,28.0,1761.0,62.892857142857146,,,,2,15,10.978110599078342,1.1745525819274238,1.625,1.467741935483871,-13,0.13333333333333333
1,3353,3443,2003,138,20,7.0,27.0,1823.0,67.51851851851852,22,8.0,30.0,2177.0,72.56666666666666,,,,4,13,-5.048148148148144,0.9304343387944675,0.9090909090909091,1.0101010101010102,-9,0.3076923076923077
1,3390,3444,2003,138,26,4.0,30.0,2125.0,70.83333333333333,20,11.0,31.0,2457.0,79.25806451612904,,,,3,14,-8.42473118279571,0.8937050603717269,1.3,1.3433333333333333,-11,0.21428571428571427
0,3106,3397,2003,138,19,10.0,29.0,1860.0,64.13793103448276,27,4.0,31.0,2432.0,78.45161290322581,,,,16,1,-14.313681868743046,0.8175476406533576,0.7037037037037037,0.7522349936143039,15,16.0
0,3251,3435,2003,138,26,3.0,29.0,2059.0,71.0,21,9.0,30.0,2229.0,74.3,,,,13,4,-3.299999999999997,0.955585464333782,1.2380952380952381,1.2807881773399015,9,3.25
0,3228,3438,2003,138,17,11.0,28.0,2011.0,71.82142857142857,16,13.0,29.0,1831.0,63.13793103448276,,,,9,8,8.683497536945808,1.137532183818366,1.0625,1.1004464285714286,1,1.125
0,3210,3439,2003,138,20,10.0,30.0,2058.0,68.6,21,9.0,30.0,1932.0,64.4,,,,10,7,4.199999999999989,1.0652173913043477,0.9523809523809523,0.9523809523809523,3,1.4285714285714286
0,3449,3453,2003,138,22,7.0,29.0,2202.0,75.93103448275862,27,3.0,30.0,2355.0,78.5,,,,9,8,-2.568965517241381,0.967274324621129,0.8148148148148148,0.842911877394636,1,1.125
1,3116,3153,2003,139,21,10.0,31.0,2110.0,68.06451612903226,23,7.0,30.0,2139.0,71.3,,,,7,10,-3.235483870967741,0.9546215445867077,0.9130434782608695,0.8835904628330996,-3,0.7
0,3131,3163,2003,139,16,14.0,30.0,1953.0,65.1,31,1.0,32.0,2382.0,74.4375,,,,16,1,-9.337500000000006,0.8745591939546599,0.5161290322580645,0.5505376344086022,15,16.0
1,3181,3209,2003,139,31,1.0,32.0,2612.0,81.625,19,10.0,29.0,1878.0,64.75862068965517,,,,1,16,16.866379310344826,1.2604499467518637,1.631578947368421,1.4786184210526316,-15,0.0625
1,3203,3328,2003,139,24,6.0,30.0,2176.0,72.53333333333333,19,12.0,31.0,2078.0,67.03225806451613,,,,7,10,5.501075268817203,1.082066089188322,1.263157894736842,1.305263157894737,-3,0.7
0,3217,3243,2003,139,22,4.0,26.0,1828.0,70.3076923076923,28,4.0,32.0,2407.0,75.21875,,,,14,3,-4.911057692307693,0.9347096609248665,0.7857142857142857,0.967032967032967,11,4.666666666666667
1,3256,3337,2003,139,29,2.0,31.0,2435.0,78.54838709677419,22,7.0,29.0,2099.0,72.37931034482759,,,,5,12,6.169076751946605,1.0852325992408058,1.3181818181818181,1.2331378299120235,-7,0.4166666666666667
0,3112,3323,2003,139,22,8.0,30.0,2208.0,73.6,19,10.0,29.0,1927.0,66.44827586206897,,,,6,11,7.151724137931026,1.1076284379865073,1.1578947368421053,1.119298245614035,-5,0.5454545454545454
1,3326,3451,2003,139,20,9.0,29.0,1947.0,67.13793103448276,21,8.0,29.0,1879.0,64.79310344827586,,,,4,13,2.344827586206904,1.0361894624800427,0.9523809523809523,0.9523809523809523,-9,0.3076923076923077
0,3221,3336,2003,139,24,7.0,31.0,2140.0,69.03225806451613,24,8.0,32.0,2481.0,77.53125,,,,13,4,-8.498991935483872,0.8903797896269714,1.0,1.032258064516129,9,3.25
1,3364,3462,2003,139,26,4.0,30.0,2229.0,74.3,20,9.0,29.0,1977.0,68.17241379310344,,,,7,10,6.127586206896552,1.0898836621143146,1.3,1.2566666666666666,-3,0.7
0,3151,3376,2003,139,26,4.0,30.0,2208.0,73.6,22,7.0,29.0,2159.0,74.44827586206897,,,,12,5,-0.8482758620689737,0.9886058360352014,1.1818181818181819,1.1424242424242423,7,2.4
0,3277,3395,2003,139,17,11.0,28.0,1945.0,69.46428571428571,19,13.0,32.0,2184.0,68.25,,,,8,9,1.2142857142857082,1.0177917320774463,0.8947368421052632,1.0225563909774436,-1,0.8888888888888888
0,3214,3400,2003,139,23,8.0,31.0,2136.0,68.90322580645162,25,5.0,30.0,2232.0,74.4,,,,15,2,-5.49677419354839,0.9261186264308012,0.92,0.8903225806451613,13,7.5
0,3283,3403,2003,139,18,12.0,30.0,2130.0,71.0,26,5.0,31.0,2344.0,75.61290322580645,,,,15,2,-4.612903225806448,0.9389931740614335,0.6923076923076923,0.7153846153846154,13,7.5
0,3177,3428,2003,139,22,9.0,31.0,2226.0,71.80645161290323,22,6.0,28.0,1812.0,64.71428571428571,,,,9,8,7.092165898617523,1.1095919675283061,1.0,0.9032258064516129,1,1.125
0,3384,3437,2003,139,23,7.0,30.0,2020.0,67.33333333333333,25,5.0,30.0,1899.0,63.3,,,,15,2,4.033333333333331,1.0637177461822012,0.92,0.92,13,7.5
1,3130,3435,2003,140,20,8.0,28.0,1975.0,70.53571428571429,21,9.0,30.0,2229.0,74.3,,,,5,4,-3.7642857142857054,0.9493366660257644,0.9523809523809523,1.0204081632653061,1,1.25
1,3160,3314,2003,140,22,7.0,29.0,1945.0,67.06896551724138,27,5.0,32.0,2441.0,76.28125,,,,6,3,-9.21228448275862,0.8792326491404032,0.8148148148148148,0.8991060025542784,3,2.0
1,3208,3353,2003,140,19,9.0,28.0,2164.0,77.28571428571429,20,7.0,27.0,1823.0,67.51851851851852,,,,5,4,9.767195767195773,1.1446595094428338,0.95,0.9160714285714285,1,1.25
1,3261,3453,2003,140,27,3.0,30.0,2298.0,76.6,27,3.0,30.0,2355.0,78.5,,,,1,8,-1.9000000000000057,0.9757961783439489,1.0,1.0,-7,0.125
1,3278,3390,2003,140,23,5.0,28.0,2216.0,79.14285714285714,26,4.0,30.0,2125.0,70.83333333333333,,,,6,3,8.30952380952381,1.1173109243697479,0.8846153846153846,0.9478021978021978,3,2.0
0,3280,3307,2003,140,23,7.0,30.0,2255.0,75.16666666666667,22,8.0,30.0,1992.0,66.4,,,,3,6,8.766666666666666,1.132028112449799,1.0454545454545454,1.0454545454545454,-3,0.5
1,3345,3439,2003,140,26,5.0,31.0,2290.0,73.87096774193549,21,9.0,30.0,1932.0,64.4,,,,2,7,9.470967741935482,1.1470647164896814,1.2380952380952381,1.1981566820276497,-5,0.2857142857142857
1,3397,3438,2003,140,27,4.0,31.0,2432.0,78.45161290322581,16,13.0,29.0,1831.0,63.13793103448276,,,,1,8,15.313681868743046,1.2425432955726643,1.6875,1.5786290322580645,-7,0.125
1,3163,3395,2003,141,31,1.0,32.0,2382.0,74.4375,19,13.0,32.0,2184.0,68.25,,,,1,9,6.1875,1.0906593406593406,1.631578947368421,1.631578947368421,-8,0.1111111111111111
1,3181,3428,2003,141,31,1.0,32.0,2612.0,81.625,22,6.0,28.0,1812.0,64.71428571428571,,,,1,8,16.910714285714292,1.2613134657836647,1.4090909090909092,1.2329545454545454,-7,0.125
1,3256,3326,2003,141,29,2.0,31.0,2435.0,78.54838709677419,20,9.0,29.0,1947.0,67.13793103448276,,,,5,4,11.41045606229143,1.1699554318471759,1.45,1.3564516129032258,1,1.25
0,3243,3323,2003,141,28,4.0,32.0,2407.0,75.21875,19,10.0,29.0,1927.0,66.44827586206897,,,,3,11,8.770474137931032,1.1319894914374675,1.4736842105263157,1.3355263157894737,-8,0.2727272727272727
1,3336,3376,2003,141,24,8.0,32.0,2481.0,77.53125,22,7.0,29.0,2159.0,74.44827586206897,,,,4,5,3.082974137931032,1.0414109541454377,1.0909090909090908,0.9886363636363636,-1,0.8
0,3116,3400,2003,141,21,10.0,31.0,2110.0,68.06451612903226,25,5.0,30.0,2232.0,74.4,,,,7,2,-6.3354838709677495,0.9148456468955948,0.84,0.8129032258064516,5,3.5
0,3364,3403,2003,141,26,4.0,30.0,2229.0,74.3,26,5.0,31.0,2344.0,75.61290322580645,,,,7,2,-1.3129032258064512,0.9826365187713311,1.0,1.0333333333333334,5,3.5
0,3203,3437,2003,141,24,6.0,30.0,2176.0,72.53333333333333,25,5.0,30.0,1899.0,63.3,,,,7,2,9.233333333333334,1.1458662453923119,0.96,0.96,5,3.5
1,3181,3208,2003,145,31,1.0,32.0,2612.0,81.625,19,9.0,28.0,2164.0,77.28571428571429,,,,1,5,4.339285714285708,1.0561460258780035,1.631578947368421,1.4276315789473684,-4,0.2
0,3336,3397,2003,145,24,8.0,32.0,2481.0,77.53125,27,4.0,31.0,2432.0,78.45161290322581,,,,4,1,-0.9203629032258078,0.988268400493421,0.8888888888888888,0.8611111111111112,3,4.0
0,3307,3403,2003,145,22,8.0,30.0,1992.0,66.4,26,5.0,31.0,2344.0,75.61290322580645,,,,6,2,-9.212903225806443,0.8781569965870308,0.8461538461538461,0.8743589743589744,4,3.0
0,3160,3437,2003,145,22,7.0,29.0,1945.0,67.06896551724138,25,5.0,30.0,1899.0,63.3,1.0,0.0,0.0,6,2,3.7689655172413836,1.0595413193876997,0.88,0.9103448275862069,4,3.0
0,3130,3163,2003,146,20,8.0,28.0,1975.0,70.53571428571429,31,1.0,32.0,2382.0,74.4375,1.0,0.0,0.0,5,1,-3.901785714285708,0.9475830634520812,0.6451612903225806,0.7373271889400922,4,5.0
0,3256,3261,2003,146,29,2.0,31.0,2435.0,78.54838709677419,27,3.0,30.0,2298.0,76.6,,,,5,1,1.9483870967741979,1.0254358628821696,1.0740740740740742,1.039426523297491,4,5.0
0,3323,3345,2003,146,19,10.0,29.0,1927.0,66.44827586206897,26,5.0,31.0,2290.0,73.87096774193549,1.0,0.0,0.0,11,2,-7.42269187986652,0.8995181448577021,0.7307692307692307,0.7811671087533156,9,5.5
0,3278,3400,2003,146,23,5.0,28.0,2216.0,79.14285714285714,25,5.0,30.0,2232.0,74.4,,,,6,2,4.742857142857133,1.063748079877112,0.92,0.9857142857142858,4,3.0
1,3181,3403,2003,147,31,1.0,32.0,2612.0,81.625,26,5.0,31.0,2344.0,75.61290322580645,,,,1,2,6.012096774193552,1.0795115187713311,1.1923076923076923,1.1550480769230769,-1,0.5
1,3397,3437,2003,147,27,4.0,31.0,2432.0,78.45161290322581,25,5.0,30.0,1899.0,63.3,,,,1,2,15.15161290322581,1.2393619731947205,1.08,1.0451612903225806,-1,0.5
1,3163,3345,2003,148,31,1.0,32.0,2382.0,74.4375,26,5.0,31.0,2290.0,73.87096774193549,,,,1,2,0.5665322580645125,1.007669213973799,1.1923076923076923,1.1550480769230769,-1,0.5
0,3261,3400,2003,148,27,3.0,30.0,2298.0,76.6,25,5.0,30.0,2232.0,74.4,1.0,1.0,1.0,1,2,2.1999999999999886,1.029569892473118,1.08,1.08,-1,0.5
1,3163,3400,2003,153,31,1.0,32.0,2382.0,74.4375,25,5.0,30.0,2232.0,74.4,,,,1,2,0.037499999999994316,1.0005040322580645,1.24,1.1625,-1,0.5
0,3181,3397,2003,153,31,1.0,32.0,2612.0,81.625,27,4.0,31.0,2432.0,78.45161290322581,1.0,1.0,1.0,1,1,3.173387096774192,1.0404502467105263,1.1481481481481481,1.1122685185185186,0,1.0
1,3163,3397,2003,155,31,1.0,32.0,2382.0,74.4375,27,4.0,31.0,2432.0,78.45161290322581,1.0,1.0,1.0,1,1,-4.014112903225808,0.9488332648026315,1.1481481481481481,1.1122685185185186,0,1.0
1,3124,3258,2004,138,23,8.0,31.0,2362.0,76.19354838709677,24,5.0,29.0,1775.0,61.206896551724135,,,,4,13,14.986651835372633,1.2448523398455247,0.9583333333333334,0.896505376344086,-9,0.3076923076923077
1,3130,3185,2004,138,25,6.0,31.0,2201.0,71.0,21,7.0,28.0,2033.0,72.60714285714286,,,,3,14,-1.6071428571428612,0.9778652238071814,1.1904761904761905,1.075268817204301,-11,0.21428571428571427
1,3151,3353,2004,138,28,2.0,30.0,2212.0,73.73333333333333,21,11.0,32.0,1994.0,62.3125,,,,10,7,11.420833333333334,1.1832831828819792,1.3333333333333333,1.4222222222222223,3,1.4285714285714286
1,3177,3203,2004,138,22,6.0,28.0,2389.0,85.32142857142857,22,7.0,29.0,2006.0,69.17241379310344,,,,9,8,16.149014778325125,1.2334603332858567,1.0,1.0357142857142858,1,1.125
1,3196,3307,2004,138,18,10.0,28.0,2068.0,73.85714285714286,22,7.0,29.0,1780.0,61.37931034482759,,,,5,12,12.477832512315274,1.203290529695024,0.8181818181818182,0.8474025974025974,-7,0.4166666666666667
1,3208,3251,2004,138,22,9.0,31.0,2296.0,74.06451612903226,25,6.0,31.0,2144.0,69.16129032258064,,,,3,14,4.903225806451616,1.0708955223880599,0.88,0.88,-11,0.21428571428571427
1,3222,3453,2004,138,27,3.0,30.0,2058.0,68.6,23,7.0,30.0,2025.0,67.5,,,,3,14,1.0999999999999943,1.0162962962962963,1.173913043478261,1.173913043478261,-11,0.21428571428571427
1,3256,3285,2004,138,27,2.0,29.0,2428.0,83.72413793103448,25,4.0,29.0,1952.0,67.3103448275862,,,,5,12,16.41379310344827,1.2438524590163933,1.08,1.08,-7,0.4166666666666667
1,3326,3452,2004,138,20,9.0,29.0,1995.0,68.79310344827586,21,10.0,31.0,2134.0,68.83870967741936,,,,6,11,-0.045606229143501764,0.9993374915166595,0.9523809523809523,1.0180623973727423,-5,0.5454545454545454
0,3265,3328,2004,138,20,10.0,30.0,1854.0,61.8,23,8.0,31.0,2232.0,72.0,,,,14,3,-10.200000000000003,0.8583333333333333,0.8695652173913043,0.8985507246376812,11,4.666666666666667
0,3160,3364,2004,138,22,7.0,29.0,2034.0,70.13793103448276,25,6.0,31.0,2178.0,70.25806451612904,,,,6,11,-0.12013348164627757,0.9982901111427757,0.88,0.9406896551724138,-5,0.5454545454545454
0,3281,3390,2004,138,17,12.0,29.0,2083.0,71.82758620689656,24,6.0,30.0,2139.0,71.3,,,,11,6,0.527586206896558,1.00739952604343,0.7083333333333334,0.7327586206896551,5,1.8333333333333333
1,3395,3396,2004,138,24,6.0,30.0,2357.0,78.56666666666666,21,9.0,30.0,1840.0,61.333333333333336,,,,6,11,17.233333333333327,1.280978260869565,1.1428571428571428,1.1428571428571428,-5,0.5454545454545454
0,3159,3397,2004,138,21,9.0,30.0,2159.0,71.96666666666667,26,3.0,29.0,2201.0,75.89655172413794,,,,16,1,-3.9298850574712674,0.948220505830683,0.8076923076923077,0.7807692307692308,15,16.0
0,3263,3403,2004,138,25,6.0,31.0,2020.0,65.16129032258064,24,7.0,31.0,2262.0,72.96774193548387,,,,13,4,-7.806451612903231,0.8930150309460654,1.0416666666666667,1.0416666666666667,9,3.25
0,3252,3435,2004,138,20,11.0,31.0,2012.0,64.90322580645162,24,7.0,31.0,2207.0,71.19354838709677,,,,15,2,-6.290322580645153,0.9116447666515634,0.8333333333333334,0.8333333333333334,13,7.5
1,3120,3301,2004,139,21,8.0,29.0,2120.0,73.10344827586206,16,14.0,30.0,2008.0,66.93333333333334,,,,7,10,6.170114942528727,1.0921829921692539,1.3125,1.3577586206896552,-3,0.7
1,3163,3335,2004,139,25,4.0,29.0,2206.0,76.06896551724138,17,10.0,27.0,1881.0,69.66666666666667,,,,2,15,6.402298850574709,1.0918990265632733,1.4705882352941178,1.3691683569979716,-13,0.13333333333333333
1,3181,3322,2004,139,27,3.0,30.0,2468.0,82.26666666666667,21,6.0,27.0,1963.0,72.70370370370371,1.0,1.0,1.0,1,16,9.562962962962956,1.1315333672949566,1.2857142857142858,1.1571428571428573,-15,0.0625
1,3243,3434,2004,139,24,5.0,29.0,2208.0,76.13793103448276,19,11.0,30.0,1876.0,62.53333333333333,,,,2,15,13.60459770114943,1.2175575325343726,1.263157894736842,1.306715063520871,-13,0.13333333333333333
0,3122,3261,2004,139,22,7.0,29.0,1950.0,67.24137931034483,23,7.0,30.0,2221.0,74.03333333333333,,,,13,4,-6.791954022988506,0.9082581626791287,0.9565217391304348,0.9895052473763118,9,3.25
